	abbreviation	name	equation	rule	Genes	Proteins	subsystem	reversible	lowbnd	uppbnd	obj_coef	Confidence.Score	EC.Number	Notes	References
2997	r_3555	diglyceride (1-16:1, 2-16:1) transport, cytoplasm-ER membrane	s_3500  <=> s_2969			NA	NA	1	-1000	1000	0	NA		NA	
2998	r_3556	diglyceride (1-18:0, 2-16:1) transport, cytoplasm-ER membrane	s_3502  <=> s_2971			NA	NA	1	-1000	1000	0	NA		NA	
2999	r_3557	diglyceride (1-18:1, 2-16:1) transport, cytoplasm-ER membrane	s_3504  <=> s_2973			NA	NA	1	-1000	1000	0	NA		NA	
3000	r_3558	diglyceride (1-16:0, 2-18:1) transport, cytoplasm-ER membrane	s_3506  <=> s_2968			NA	NA	1	-1000	1000	0	NA		NA	
3001	r_3559	diglyceride (1-16:1, 2-18:1) transport, cytoplasm-ER membrane	s_3508  <=> s_2970			NA	NA	1	-1000	1000	0	NA		NA	
3002	r_3560	diglyceride (1-18:0, 2-18:1) transport, cytoplasm-ER membrane	s_3510  <=> s_2972			NA	NA	1	-1000	1000	0	NA		NA	
3003	r_3561	diglyceride (1-18:1, 2-18:1) transport, cytoplasm-ER membrane	s_3512  <=> s_2974			NA	NA	1	-1000	1000	0	NA		NA	
3004	r_3562	1-phosphatidyl-1D-myo-inositol (1-16:0, 2-16:1) transport, cytoplasm-ER membrane	s_3545  <=> s_3118			NA	NA	1	-1000	1000	0	NA		NA	
3005	r_3563	1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1) transport, cytoplasm-ER membrane	s_3547  <=> s_3119			NA	NA	1	-1000	1000	0	NA		NA	
3006	r_3564	1-phosphatidyl-1D-myo-inositol (1-18:0, 2-16:1) transport, cytoplasm-ER membrane	s_3549  <=> s_3120			NA	NA	1	-1000	1000	0	NA		NA	
3007	r_3565	1-phosphatidyl-1D-myo-inositol (1-18:1, 2-16:1) transport, cytoplasm-ER membrane	s_3551  <=> s_3121			NA	NA	1	-1000	1000	0	NA		NA	
3008	r_3566	1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1) transport, cytoplasm-ER membrane	s_3553  <=> s_3122			NA	NA	1	-1000	1000	0	NA		NA	
3009	r_3567	1-phosphatidyl-1D-myo-inositol (1-16:1, 2-18:1) transport, cytoplasm-ER membrane	s_3555  <=> s_3123			NA	NA	1	-1000	1000	0	NA		NA	
3010	r_3568	1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1) transport, cytoplasm-ER membrane	s_3557  <=> s_3124			NA	NA	1	-1000	1000	0	NA		NA	
3011	r_3569	1-phosphatidyl-1D-myo-inositol (1-18:1, 2-18:1) transport, cytoplasm-ER membrane	s_3559  <=> s_3125			NA	NA	1	-1000	1000	0	NA		NA	
3012	r_3570	sn-glycero-3-phosphocholine transport, ER membrane-cytoplasm	s_3447  <=> s_1433			NA	NA	1	-1000	1000	0	NA		NA	
3013	r_3571	hexadecanoate (n-C16:0) transport, cytoplasm-lipid particle	s_1286  <=> s_2846			NA	NA	1	-1000	1000	0	NA		NA	
3014	r_3572	hexadecenoate (n-C16:1) transport, cytoplasm-lipid particle	s_1293  <=> s_2848			NA	NA	1	-1000	1000	0	NA		NA	
3015	r_3573	octadecanoate (n-C18:0) transport, cytoplasm-lipid particle	s_1449  <=> s_2850			NA	NA	1	-1000	1000	0	NA		NA	
3016	r_3574	octadecenoate (n-C18:1) transport, cytoplasm-lipid particle	s_1260  <=> s_2852			NA	NA	1	-1000	1000	0	NA		NA	
3017	r_3575	lauroyl-CoA transport, cytoplasm-lipid particle	s_1073  <=> s_2843			NA	NA	1	-1000	1000	0	NA		NA	
3018	r_3576	myristoyl-CoA transport, cytoplasm-lipid particle	s_1176  <=> s_2845			NA	NA	1	-1000	1000	0	NA		NA	
3019	r_3577	palmitoyl-CoA transport, cytoplasm-lipid particle	s_1302  <=> s_2847			NA	NA	1	-1000	1000	0	NA		NA	
3020	r_3578	palmitoleoyl-CoA transport, cytoplasm-lipid particle	s_2877  <=> s_2849			NA	NA	1	-1000	1000	0	NA		NA	
3021	r_3579	stearoyl-CoA transport, cytoplasm-lipid particle	s_1454  <=> s_2851			NA	NA	1	-1000	1000	0	NA		NA	
3022	r_3580	oleoyl-CoA transport, cytoplasm-lipid particle	s_1262  <=> s_2853			NA	NA	1	-1000	1000	0	NA		NA	
3023	r_3581	glycerol 3-phosphate transport, cytoplasm-lipid particle	s_0767  <=> s_0769			NA	NA	1	-1000	1000	0	NA		NA	
3024	r_3582	dihydroxyacetone phosphate transport, cytoplasm-lipid particle	s_0629  <=> s_0631			NA	NA	1	-1000	1000	0	NA		NA	
3025	r_3583	NADPH transport, cytoplasm-lipid particle	s_1212  <=> s_2952			NA	NA	1	-1000	1000	0	NA		NA	
3026	r_3584	NADP(+) transport, cytoplasm-lipid particle	s_1207  <=> s_2953			NA	NA	1	-1000	1000	0	NA		NA	
3027	r_3585	ATP transport, cytoplasm-lipid particle	s_0434  <=> s_2840			NA	NA	1	-1000	1000	0	NA		NA	
3028	r_3586	AMP transport, cytoplasm-lipid particle	s_0423  <=> s_2842			NA	NA	1	-1000	1000	0	NA		NA	
3029	r_3587	diphosphate transport, cytoplasm-lipid particle	s_0633  <=> s_0635			NA	NA	1	-1000	1000	0	NA		NA	
3030	r_3588	diglyceride (1-16:0, 2-16:1) transport, cytoplasm-lipid particle	s_3497  <=> s_3043			NA	NA	1	-1000	1000	0	NA		NA	
3031	r_3589	diglyceride (1-16:1, 2-16:1) transport, cytoplasm-lipid particle	s_3500  <=> s_3047			NA	NA	1	-1000	1000	0	NA		NA	
3032	r_3590	diglyceride (1-18:0, 2-16:1) transport, cytoplasm-lipid particle	s_3502  <=> s_3051			NA	NA	1	-1000	1000	0	NA		NA	
3033	r_3591	diglyceride (1-18:1, 2-16:1) transport, cytoplasm-lipid particle	s_3504  <=> s_3055			NA	NA	1	-1000	1000	0	NA		NA	
3034	r_3592	diglyceride (1-16:0, 2-18:1) transport, cytoplasm-lipid particle	s_3506  <=> s_3045			NA	NA	1	-1000	1000	0	NA		NA	
3035	r_3593	diglyceride (1-16:1, 2-18:1) transport, cytoplasm-lipid particle	s_3508  <=> s_3049			NA	NA	1	-1000	1000	0	NA		NA	
3036	r_3594	diglyceride (1-18:0, 2-18:1) transport, cytoplasm-lipid particle	s_3510  <=> s_3053			NA	NA	1	-1000	1000	0	NA		NA	
3037	r_3595	diglyceride (1-18:1, 2-18:1) transport, cytoplasm-lipid particle	s_3512  <=> s_3057			NA	NA	1	-1000	1000	0	NA		NA	
3038	r_3596	H2O transport, cytoplasm-lipid particle	s_0803  <=> s_3657			NA	NA	1	-1000	1000	0	NA		NA	
3039	r_3597	glycerol transport, lipid particle-cytoplasm	s_3684  <=> s_0765			NA	NA	1	-1000	1000	0	NA		NA	
3040	r_3598	docosanoyl-CoA transport, lipid particle-cytoplasm	s_2872  <=> s_2880			NA	NA	1	-1000	1000	0	NA		NA	
3041	r_3599	tetracosanoyl-CoA transport, lipid particle-cytoplasm	s_2874  <=> s_1479			NA	NA	1	-1000	1000	0	NA		NA	
3042	r_3600	hexacosanoyl-CoA transport, lipid particle-cytoplasm	s_2876  <=> s_0816			NA	NA	1	-1000	1000	0	NA		NA	
3043	r_3601	ATP transport, cytoplasm-cell envelope	s_0434  <=> s_2856			NA	NA	1	-1000	1000	0	NA		NA	
3044	r_3602	ADP transport, cytoplasm-cell envelope	s_0394  <=> s_3324			NA	NA	1	-1000	1000	0	NA		NA	
3045	r_3603	H+ transport, cytoplasm-cell envelope	s_0794  <=> s_0793			NA	NA	1	-1000	1000	0	NA		NA	
3046	r_3604	H2O transport, cytoplasm-cell envelope	s_0803  <=> s_3449			NA	NA	1	-1000	1000	0	NA		NA	
3047	r_3605	phosphate transport, cytoplasm-cell envelope	s_1322  <=> s_3536			NA	NA	1	-1000	1000	0	NA		NA	
3048	r_3606	sn-glycero-3-phosphocholine transport, cell envelope-cytoplasm	s_1432  <=> s_1433			NA	NA	1	-1000	1000	0	NA		NA	
3049	r_3607	1-(sn-glycero-3-phospho)-1D-myo-inositol transport, cell envelope-cytoplasm	s_3495  <=> s_0079			NA	NA	1	-1000	1000	0	NA		NA	
3050	r_3608	palmitate transport, cell envelope-cytoplasm	s_3463  <=> s_1286			NA	NA	1	-1000	1000	0	NA		NA	
3051	r_3609	palmitoleate transport, cell envelope-cytoplasm	s_3451  <=> s_1293			NA	NA	1	-1000	1000	0	NA		NA	
3052	r_3610	stearate transport, cell envelope-cytoplasm	s_3464  <=> s_1449			NA	NA	1	-1000	1000	0	NA		NA	
3053	r_3611	oleate transport, cell envelope-cytoplasm	s_3459  <=> s_1260			NA	NA	1	-1000	1000	0	NA		NA	
3054	r_3612	icosanoyl-CoA transport, cell envelope-cytoplasm	s_2861  <=> s_2878			NA	NA	1	-1000	1000	0	NA		NA	
3055	r_3613	docosanoyl-CoA transport, cell envelope-cytoplasm	s_2863  <=> s_2880			NA	NA	1	-1000	1000	0	NA		NA	
3056	r_3614	tetracosanoyl-CoA transport, cell envelope-cytoplasm	s_2865  <=> s_1479			NA	NA	1	-1000	1000	0	NA		NA	
3057	r_3615	hexacosanoyl-CoA transport, cell envelope-cytoplasm	s_2867  <=> s_0816			NA	NA	1	-1000	1000	0	NA		NA	
3058	r_3616	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-16:1) transport, cell envelope-cytoplasm	s_3408  <=> s_3496			NA	NA	1	-1000	1000	0	NA		NA	
3059	r_3617	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-16:1) transport, cell envelope-cytoplasm	s_3409  <=> s_3499			NA	NA	1	-1000	1000	0	NA		NA	
3060	r_3618	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-16:1) transport, cell envelope-cytoplasm	s_3410  <=> s_3501			NA	NA	1	-1000	1000	0	NA		NA	
3061	r_3619	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-16:1) transport, cell envelope-cytoplasm	s_3411  <=> s_3503			NA	NA	1	-1000	1000	0	NA		NA	
3062	r_3620	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-18:1) transport, cell envelope-cytoplasm	s_3412  <=> s_3505			NA	NA	1	-1000	1000	0	NA		NA	
3063	r_3621	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-18:1) transport, cell envelope-cytoplasm	s_3413  <=> s_3507			NA	NA	1	-1000	1000	0	NA		NA	
3064	r_3622	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-18:1) transport, cell envelope-cytoplasm	s_3414  <=> s_3509			NA	NA	1	-1000	1000	0	NA		NA	
3065	r_3623	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-18:1) transport, cell envelope-cytoplasm	s_3415  <=> s_3511			NA	NA	1	-1000	1000	0	NA		NA	
3066	r_3624	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-16:1) transport, cell envelope-cytoplasm	s_3325  <=> s_3576			NA	NA	1	-1000	1000	0	NA		NA	
3067	r_3625	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-16:1) transport, cell envelope-cytoplasm	s_3327  <=> s_3577			NA	NA	1	-1000	1000	0	NA		NA	
3068	r_3626	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-16:1) transport, cell envelope-cytoplasm	s_3329  <=> s_3578			NA	NA	1	-1000	1000	0	NA		NA	
3069	r_3627	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-16:1) transport, cell envelope-cytoplasm	s_3331  <=> s_3579			NA	NA	1	-1000	1000	0	NA		NA	
3070	r_3628	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-18:1) transport, cell envelope-cytoplasm	s_3333  <=> s_3580			NA	NA	1	-1000	1000	0	NA		NA	
3071	r_3629	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-18:1) transport, cell envelope-cytoplasm	s_3335  <=> s_3581			NA	NA	1	-1000	1000	0	NA		NA	
3072	r_3630	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-18:1) transport, cell envelope-cytoplasm	s_3337  <=> s_3582			NA	NA	1	-1000	1000	0	NA		NA	
3073	r_3631	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-18:1) transport, cell envelope-cytoplasm	s_3339  <=> s_3583			NA	NA	1	-1000	1000	0	NA		NA	
3074	r_3632	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-16:1) transport, nucleus-cytoplasm	s_3400  <=> s_3496			NA	NA	1	-1000	1000	0	NA		NA	
3075	r_3633	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-16:1) transport, nucleus-cytoplasm	s_3401  <=> s_3499			NA	NA	1	-1000	1000	0	NA		NA	
3076	r_3634	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-16:1) transport, nucleus-cytoplasm	s_3402  <=> s_3501			NA	NA	1	-1000	1000	0	NA		NA	
3077	r_3635	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-16:1) transport, nucleus-cytoplasm	s_3403  <=> s_3503			NA	NA	1	-1000	1000	0	NA		NA	
3078	r_3636	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-18:1) transport, nucleus-cytoplasm	s_3404  <=> s_3505			NA	NA	1	-1000	1000	0	NA		NA	
3079	r_3637	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-18:1) transport, nucleus-cytoplasm	s_3405  <=> s_3507			NA	NA	1	-1000	1000	0	NA		NA	
3080	r_3638	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-18:1) transport, nucleus-cytoplasm	s_3406  <=> s_3509			NA	NA	1	-1000	1000	0	NA		NA	
3081	r_3639	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-18:1) transport, nucleus-cytoplasm	s_3407  <=> s_3511			NA	NA	1	-1000	1000	0	NA		NA	
3082	r_3640	diglyceride (1-16:0, 2-16:1) transport, nucleus-cytoplasm	s_3513  <=> s_3497			NA	NA	1	-1000	1000	0	NA		NA	
3083	r_3641	diglyceride (1-16:1, 2-16:1) transport, nucleus-cytoplasm	s_3514  <=> s_3500			NA	NA	1	-1000	1000	0	NA		NA	
3084	r_3642	diglyceride (1-18:0, 2-16:1) transport, nucleus-cytoplasm	s_3515  <=> s_3502			NA	NA	1	-1000	1000	0	NA		NA	
3085	r_3643	diglyceride (1-18:1, 2-16:1) transport, nucleus-cytoplasm	s_3516  <=> s_3504			NA	NA	1	-1000	1000	0	NA		NA	
3086	r_3644	diglyceride (1-16:0, 2-18:1) transport, nucleus-cytoplasm	s_3517  <=> s_3506			NA	NA	1	-1000	1000	0	NA		NA	
3087	r_3645	diglyceride (1-16:1, 2-18:1) transport, nucleus-cytoplasm	s_3518  <=> s_3508			NA	NA	1	-1000	1000	0	NA		NA	
3088	r_3646	diglyceride (1-18:0, 2-18:1) transport, nucleus-cytoplasm	s_3519  <=> s_3510			NA	NA	1	-1000	1000	0	NA		NA	
3089	r_3647	diglyceride (1-18:1, 2-18:1) transport, nucleus-cytoplasm	s_3520  <=> s_3512			NA	NA	1	-1000	1000	0	NA		NA	
3090	r_3648	H2O transport, cytoplasm-vacuolar membrane	s_0803  <=> s_2976			NA	NA	1	-1000	1000	0	NA		NA	
3091	r_3649	phosphate transport, cytoplasm-vacuolar membrane	s_1322  <=> s_2977			NA	NA	1	-1000	1000	0	NA		NA	
3092	r_3650	H+ transport, cytoplasm-vacuolar membrane	s_0794  <=> s_3164			NA	NA	1	-1000	1000	0	NA		NA	
3093	r_3651	ATP transport, cytoplasm-vacuolar membrane	s_0434  <=> s_3341			NA	NA	1	-1000	1000	0	NA		NA	
3094	r_3652	ADP transport, cytoplasm-vacuolar membrane	s_0394  <=> s_3342			NA	NA	1	-1000	1000	0	NA		NA	
3095	r_3653	carbon dioxide transport, cytoplasm-vacuolar membrane	s_0456  <=> s_3165			NA	NA	1	-1000	1000	0	NA		NA	
3096	r_3654	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:0, 2-16:1) transport, vacuolar membrane-cytoplasm	s_3416  <=> s_3600			NA	NA	1	-1000	1000	0	NA		NA	
3097	r_3655	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:1, 2-16:1) transport, vacuolar membrane-cytoplasm	s_3417  <=> s_3601			NA	NA	1	-1000	1000	0	NA		NA	
3098	r_3656	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-16:1) transport, vacuolar membrane-cytoplasm	s_3418  <=> s_3602			NA	NA	1	-1000	1000	0	NA		NA	
3099	r_3657	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:1, 2-16:1) transport, vacuolar membrane-cytoplasm	s_3419  <=> s_3603			NA	NA	1	-1000	1000	0	NA		NA	
3100	r_3658	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:0, 2-18:1) transport, vacuolar membrane-cytoplasm	s_3420  <=> s_3604			NA	NA	1	-1000	1000	0	NA		NA	
3101	r_3659	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:1, 2-18:1) transport, vacuolar membrane-cytoplasm	s_3421  <=> s_3605			NA	NA	1	-1000	1000	0	NA		NA	
3102	r_3660	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-18:1) transport, vacuolar membrane-cytoplasm	s_3422  <=> s_3606			NA	NA	1	-1000	1000	0	NA		NA	
3103	r_3661	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:1, 2-18:1) transport, vacuolar membrane-cytoplasm	s_3423  <=> s_3607			NA	NA	1	-1000	1000	0	NA		NA	
3104	r_3662	H2O transport, cytoplasm-Golgi membrane	s_0803  <=> s_2994			NA	NA	1	-1000	1000	0	NA		NA	
3105	r_3663	phosphate transport, cytoplasm-Golgi membrane	s_1322  <=> s_2995			NA	NA	1	-1000	1000	0	NA		NA	
3106	r_3664	H+ transport, cytoplasm-Golgi membrane	s_0794  <=> s_3146			NA	NA	1	-1000	1000	0	NA		NA	
3107	r_3665	carbon dioxide transport, cytoplasm-Golgi membrane	s_0456  <=> s_3147			NA	NA	1	-1000	1000	0	NA		NA	
3108	r_3666	ATP transport, cytoplasm-Golgi membrane	s_0434  <=> s_3359			NA	NA	1	-1000	1000	0	NA		NA	
3109	r_3667	ADP transport, cytoplasm-Golgi membrane	s_0394  <=> s_3360			NA	NA	1	-1000	1000	0	NA		NA	
3110	r_3668	H2O transport, cytoplasm-mitochondrial membrane	s_0803  <=> s_3226			NA	NA	1	-1000	1000	0	NA		NA	
3111	r_3669	carbon dioxide transport, cytoplasm-mitochondrial membrane	s_0456  <=> s_3129			NA	NA	1	-1000	1000	0	NA		NA	
3112	r_3670	palmitoleoyl-CoA transport, cytoplasm-mitochondrial membrane	s_2877  <=> s_3320			NA	NA	1	-1000	1000	0	NA		NA	
3113	r_3671	oleoyl-CoA transport, cytoplasm-mitochondrial membrane	s_1262  <=> s_3322			NA	NA	1	-1000	1000	0	NA		NA	
3114	r_3672	diglyceride (1-16:0, 2-16:1) transport, mitochondrial membrane-cytoplasm	s_3521  <=> s_3497			NA	NA	1	-1000	1000	0	NA		NA	
3115	r_3673	diglyceride (1-16:1, 2-16:1) transport, mitochondrial membrane-cytoplasm	s_3522  <=> s_3500			NA	NA	1	-1000	1000	0	NA		NA	
3116	r_3674	diglyceride (1-18:0, 2-16:1) transport, mitochondrial membrane-cytoplasm	s_3523  <=> s_3502			NA	NA	1	-1000	1000	0	NA		NA	
3117	r_3675	diglyceride (1-18:1, 2-16:1) transport, mitochondrial membrane-cytoplasm	s_3524  <=> s_3504			NA	NA	1	-1000	1000	0	NA		NA	
3118	r_3676	diglyceride (1-16:0, 2-18:1) transport, mitochondrial membrane-cytoplasm	s_3525  <=> s_3506			NA	NA	1	-1000	1000	0	NA		NA	
3119	r_3677	diglyceride (1-16:1, 2-18:1) transport, mitochondrial membrane-cytoplasm	s_3526  <=> s_3508			NA	NA	1	-1000	1000	0	NA		NA	
3120	r_3678	palmitate transport, mitochondrial membrane-cytoplasm	s_3271  <=> s_1286			NA	NA	1	-1000	1000	0	NA		NA	
3121	r_3679	stearate transport, mitochondrial membrane-cytoplasm	s_3277  <=> s_1449			NA	NA	1	-1000	1000	0	NA		NA	
3122	r_3680	coenzyme A transport, mitochondrial membrane-cytoplasm	s_3321  <=> s_0529			NA	NA	1	-1000	1000	0	NA		NA	
3123	r_3681	laurate transport, ER membrane-lipid particle	s_2832  <=> s_2841			NA	NA	1	-1000	1000	0	NA		NA	
3124	r_3682	myristate transport, ER membrane-lipid particle	s_2835  <=> s_2844			NA	NA	1	-1000	1000	0	NA		NA	
3125	r_3683	lignoceric acid transport, ER membrane-lipid particle	s_2869  <=> s_2873			NA	NA	1	-1000	1000	0	NA		NA	
3126	r_3684	cerotic acid transport, ER membrane-lipid particle	s_2870  <=> s_2875			NA	NA	1	-1000	1000	0	NA		NA	
3127	r_3685	TAG (1-16:0, 2-16:1, 3-16:0) transport, ER membrane-lipid particle	s_3011  <=> s_3044			NA	NA	1	-1000	1000	0	NA		NA	
3128	r_3686	TAG (1-16:0, 2-16:1, 3-16:1) transport, ER membrane-lipid particle	s_3019  <=> s_3059			NA	NA	1	-1000	1000	0	NA		NA	
3129	r_3687	TAG (1-16:0, 2-16:1, 3-18:0) transport, ER membrane-lipid particle	s_3027  <=> s_3067			NA	NA	1	-1000	1000	0	NA		NA	
3130	r_3688	TAG (1-16:0, 2-16:1, 3-18:1) transport, ER membrane-lipid particle	s_3035  <=> s_3075			NA	NA	1	-1000	1000	0	NA		NA	
3131	r_3689	TAG (1-16:1, 2-16:1, 3-16:0) transport, ER membrane-lipid particle	s_3013  <=> s_3048			NA	NA	1	-1000	1000	0	NA		NA	
3132	r_3690	TAG (1-16:1, 2-16:1, 3-16:1) transport, ER membrane-lipid particle	s_3021  <=> s_3061			NA	NA	1	-1000	1000	0	NA		NA	
3133	r_3691	TAG (1-16:1, 2-16:1, 3-18:0) transport, ER membrane-lipid particle	s_3029  <=> s_3069			NA	NA	1	-1000	1000	0	NA		NA	
3134	r_3692	TAG (1-16:1, 2-16:1, 3-18:1) transport, ER membrane-lipid particle	s_3037  <=> s_3077			NA	NA	1	-1000	1000	0	NA		NA	
3135	r_3693	TAG (1-18:0, 2-16:1, 3-16:0) transport, ER membrane-lipid particle	s_3015  <=> s_3052			NA	NA	1	-1000	1000	0	NA		NA	
3136	r_3694	TAG (1-18:0, 2-16:1, 3-16:1) transport, ER membrane-lipid particle	s_3023  <=> s_3063			NA	NA	1	-1000	1000	0	NA		NA	
3137	r_3695	TAG (1-18:0, 2-16:1, 3-18:0) transport, ER membrane-lipid particle	s_3031  <=> s_3071			NA	NA	1	-1000	1000	0	NA		NA	
3138	r_3696	TAG (1-18:0, 2-16:1, 3-18:1) transport, ER membrane-lipid particle	s_3039  <=> s_3079			NA	NA	1	-1000	1000	0	NA		NA	
3139	r_3697	TAG (1-18:1, 2-16:1, 3-16:0) transport, ER membrane-lipid particle	s_3017  <=> s_3056			NA	NA	1	-1000	1000	0	NA		NA	
3140	r_3698	TAG (1-18:1, 2-16:1, 3-16:1) transport, ER membrane-lipid particle	s_3025  <=> s_3065			NA	NA	1	-1000	1000	0	NA		NA	
3141	r_3699	TAG (1-18:1, 2-16:1, 3-18:0) transport, ER membrane-lipid particle	s_3033  <=> s_3073			NA	NA	1	-1000	1000	0	NA		NA	
3142	r_3700	TAG (1-18:1, 2-16:1, 3-18:1) transport, ER membrane-lipid particle	s_3041  <=> s_3081			NA	NA	1	-1000	1000	0	NA		NA	
3143	r_3701	TAG (1-16:0, 2-18:1, 3-16:0) transport, ER membrane-lipid particle	s_3012  <=> s_3046			NA	NA	1	-1000	1000	0	NA		NA	
3144	r_3702	TAG (1-16:0, 2-18:1, 3-16:1) transport, ER membrane-lipid particle	s_3020  <=> s_3060			NA	NA	1	-1000	1000	0	NA		NA	
3145	r_3703	TAG (1-16:0, 2-18:1, 3-18:0) transport, ER membrane-lipid particle	s_3028  <=> s_3068			NA	NA	1	-1000	1000	0	NA		NA	
3146	r_3704	TAG (1-16:0, 2-18:1, 3-18:1) transport, ER membrane-lipid particle	s_3036  <=> s_3076			NA	NA	1	-1000	1000	0	NA		NA	
3147	r_3705	TAG (1-16:1, 2-18:1, 3-16:0) transport, ER membrane-lipid particle	s_3014  <=> s_3050			NA	NA	1	-1000	1000	0	NA		NA	
3148	r_3706	TAG (1-16:1, 2-18:1, 3-16:1) transport, ER membrane-lipid particle	s_3022  <=> s_3062			NA	NA	1	-1000	1000	0	NA		NA	
3149	r_3707	TAG (1-16:1, 2-18:1, 3-18:0) transport, ER membrane-lipid particle	s_3030  <=> s_3070			NA	NA	1	-1000	1000	0	NA		NA	
3150	r_3708	TAG (1-16:1, 2-18:1, 3-18:1) transport, ER membrane-lipid particle	s_3038  <=> s_3078			NA	NA	1	-1000	1000	0	NA		NA	
3151	r_3709	TAG (1-18:0, 2-18:1, 3-16:0) transport, ER membrane-lipid particle	s_3016  <=> s_3054			NA	NA	1	-1000	1000	0	NA		NA	
3152	r_3710	TAG (1-18:0, 2-18:1, 3-16:1) transport, ER membrane-lipid particle	s_3024  <=> s_3064			NA	NA	1	-1000	1000	0	NA		NA	
3153	r_3711	TAG (1-18:0, 2-18:1, 3-18:0) transport, ER membrane-lipid particle	s_3032  <=> s_3072			NA	NA	1	-1000	1000	0	NA		NA	
3154	r_3712	TAG (1-18:0, 2-18:1, 3-18:1) transport, ER membrane-lipid particle	s_3040  <=> s_3080			NA	NA	1	-1000	1000	0	NA		NA	
3155	r_3713	TAG (1-18:1, 2-18:1, 3-16:0) transport, ER membrane-lipid particle	s_3018  <=> s_3058			NA	NA	1	-1000	1000	0	NA		NA	
3156	r_3714	TAG (1-18:1, 2-18:1, 3-16:1) transport, ER membrane-lipid particle	s_3026  <=> s_3066			NA	NA	1	-1000	1000	0	NA		NA	
3157	r_3715	TAG (1-18:1, 2-18:1, 3-18:0) transport, ER membrane-lipid particle	s_3034  <=> s_3074			NA	NA	1	-1000	1000	0	NA		NA	
3158	r_3716	TAG (1-18:1, 2-18:1, 3-18:1) transport, ER membrane-lipid particle	s_3042  <=> s_3082			NA	NA	1	-1000	1000	0	NA		NA	
3159	r_3717	episterol transport, ER membrane-lipid particle	s_3432  <=> s_3660			NA	NA	1	-1000	1000	0	NA		NA	
3160	r_3718	fecosterol transport, ER membrane-lipid particle	s_3435  <=> s_0703			NA	NA	1	-1000	1000	0	NA		NA	
3161	r_3719	lanosterol transport, ER membrane-lipid particle	s_3438  <=> s_3665			NA	NA	1	-1000	1000	0	NA		NA	
3162	r_3720	zymosterol transport, ER membrane-lipid particle	s_3444  <=> s_1572			NA	NA	1	-1000	1000	0	NA		NA	
3163	r_3721	ergosteryl palmitoleate transport, ER membrane-lipid particle	s_3443  <=> s_3656			NA	NA	1	-1000	1000	0	NA		NA	
3164	r_3722	ergosteryl oleate transport, ER membrane-lipid particle	s_3442  <=> s_3658			NA	NA	1	-1000	1000	0	NA		NA	
3165	r_3723	episteryl palmitoleate transport, ER membrane-lipid particle	s_3434  <=> s_3659			NA	NA	1	-1000	1000	0	NA		NA	
3166	r_3724	episteryl oleate transport, ER membrane-lipid particle	s_3433  <=> s_3661			NA	NA	1	-1000	1000	0	NA		NA	
